,text,intent
2759,No from starting to yesterday,need_help
2760,Thanks,welocme_reply
2761,Thanks for sharing the link,welocme_reply
2762,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-e651c61c0cc9e6d1d67fb660fc7b2938 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-e651c61c0cc9e6d1d67fb660fc7b2938/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-e651c61c0cc9e6d1d67fb660fc7b2938 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-e651c61c0cc9e6d1d67fb660fc7b2938>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-e651c61c0cc9e6d1d67fb660fc7b2938</a><OriginalName v=Untitled.png></OriginalName><FileSize v=193663></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2763,hi,Greetings
2764,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-e5924edecef309e77c85869c9d335f52 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-e5924edecef309e77c85869c9d335f52/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-e5924edecef309e77c85869c9d335f52 width=2048 height=289.2181743757675>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-e5924edecef309e77c85869c9d335f52>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-e5924edecef309e77c85869c9d335f52</a><OriginalName v=1599901031017.JPEG></OriginalName><FileSize v=23357></FileSize><meta type=photo originalName=1599901031017.JPEG></meta></URIObject>",O
2765,"sir, I just made it working. Thank you so much <ss type=smile>:)</ss>",Thank_you
2766,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-a4b44f174cba25629bf14a3a33101902 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-a4b44f174cba25629bf14a3a33101902/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-a4b44f174cba25629bf14a3a33101902 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-a4b44f174cba25629bf14a3a33101902>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-a4b44f174cba25629bf14a3a33101902</a><OriginalName v=1600842478683.JPEG></OriginalName><FileSize v=106725></FileSize><meta type=photo originalName=1600842478683.JPEG></meta></URIObject>",O
2767,can i ask on doubt classes ??,need_help
2768,Let suppose my CNN model is having same conv layer n max pool layer but instead of having 6 filters of 5*5 it is having 6 filter of 3*3 . So is this model can be consider as LeNet or not ?,cnn_question
2769,Yes,Thank_you
2770,<partlist type=started alt= OId=2e193b78-86d3-41ad-93d8-ebf7badf938a><part identity=live:.cid.fe63248b85b39c2f><name>Vikash Singh</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron ai</name></part></partlist>,O
2771,YesThis is not related to any assignments or courseactually i am a fresher who allocated to manual testing projectBut i want to implement ML methodologies in my projectSo is it possible?,support_ticket_generate
2772,what will happen if we include that column here and what will happen if we don&apos;t include that?,code_error
2773,plz reply bro,need_help
2774,sir can u please send me that file because I  don&apos;t see it here. if you want I can share the screenshot,dashboard_file_error
2775,and i have provided the given url,sure
2776,Hello sir is there anyone,Greetings
2777,yes,Thank_you
2778,in the above expression why do we use stars in args and kwargs,python_arg_kwarg
2779,No sir I missed it,need_help
2780,Sir I m from 22 nd Feb ml batch . I got a mail about a zoom meeting today at 10 am or 12:30 pm but I missed it.  So I want to know what was this meeting about ?and what should I do ?,class_link
2781,Sir I filled the form in 6 august,need_help
2782,the new assignment named &apos;&apos;Stats 4 Assignment&apos;&apos;,assignment_stats
2783,"Hello,How can I register for python as well",Greetings
2784,okay,more_query
2785,sir i was even practicing on webscrapper their in req.txt file some of the lib is not getting installed,python_import_error
2786,okay if year: means if year has any value then do this ..is it like that?,code_error
2787,Sir what should I do .. enroll ?,need_help
2788,Just a min,sure
2789,"i saw it , but it is not able to download",need_help
2790,Thank you for the answer to my query. I am using --user to install Libraries. If I don&#39;t use --user before library name it is not installing,need_help
2791,"Sir mera question thaa,Ki jo department name  ka column hai usme jo departments hai,Aur jo class name ka column hai sir wo  department me aata hai  Sir mai ye soch rhaa thaa ki bottoms department ki saari class mere ko ptaa chl jaaye",need_help
2792,"Happy Teachers Day Sudhanshu sir and the entire Ineuron team,Thank you for your relentless service to the community.",Thank_you
2793,hi,Greetings
2794,I am not getting on om mail ??,need_help
2795,I downloaded the same as you mentioned in the document.,O
2796,Thanks,Thank_you
2797,yes,good_bye
2798,I do not find the recording in the canvas inbox,recordings_not_avilable
2799,Hi,Greetings
2800,hi,Greetings
2801,ok sir i shall do that from my number.,great
2802,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-dcac10c9992af1b2cefcb1472de289c5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-dcac10c9992af1b2cefcb1472de289c5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-dcac10c9992af1b2cefcb1472de289c5 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-dcac10c9992af1b2cefcb1472de289c5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-dcac10c9992af1b2cefcb1472de289c5</a><OriginalName v=Untitled.png></OriginalName><FileSize v=138105></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2803,Ok sir,good_bye
2804,i want to append for loops values into ProductID_UserID dataframe,code_error
2805,"Sir, I have a question how often is  SVM used in ML model. Should i stress upon it?",need_help
2806,Iâ€™m interested to learn power BI and tableau.,enter_query
2807,ok,more_query
2808,"Sir this is a lambda function in   amazon lex chatbot project. When I m testing the lambda function ,error says urls can&apos;t contain control characters . I m not able to understand that error. Can u help me with that. How can I find that error and solve it",code_error
2809,now how can i select the highest latitide and highest longitude value from that groupby operation,pandas_groupby
2810,now when i did your method that is without converting it into list i was able to change it promptly,need_help
2811,am asking about that one.,O
2812,hopefully it is clear,Thank_you
2813,Ok,good_bye
2814,in the 199 line why getting nan values instead of dictionery values,need_help
2815,sir/madam From where will Sudhanshu sir start taking in june 6,need_help
2816,I'm Shankar form DL CV NLP batch,enter_query
2817,Okay,more_query
2818,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-01b6da26a67c0d9aeb8b3219034fd35a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-01b6da26a67c0d9aeb8b3219034fd35a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-01b6da26a67c0d9aeb8b3219034fd35a width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-01b6da26a67c0d9aeb8b3219034fd35a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-01b6da26a67c0d9aeb8b3219034fd35a</a><OriginalName v=Untitled.png></OriginalName><FileSize v=116996></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2819,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-ff744bf49e1c09ab5b66395efb806091 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-ff744bf49e1c09ab5b66395efb806091/views/original type=File.1 doc_id=0-sa-d1-ff744bf49e1c09ab5b66395efb806091>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d1-ff744bf49e1c09ab5b66395efb806091>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d1-ff744bf49e1c09ab5b66395efb806091</a><OriginalName v=Untitled.png></OriginalName><FileSize v=100977></FileSize></URIObject>",O
2820,WHat is the course comletion time ?,course_details
2821,which google form? this mail only has word document,need_help
2822,sorry about that sir i thought i asked you a question,need_help
2823,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-ac950137eb7935a26a7025f65aff4752 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-ac950137eb7935a26a7025f65aff4752/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-ac950137eb7935a26a7025f65aff4752 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ac950137eb7935a26a7025f65aff4752>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ac950137eb7935a26a7025f65aff4752</a><OriginalName v=1591461725803.JPEG></OriginalName><FileSize v=260610></FileSize><meta type=photo originalName=1591461725803.JPEG></meta></URIObject>",O
2824,also for reinforcement learning,O
2825,Please call me again,need_skype_call
2826,Thank you very much sir for your cooperation,Thank_you
2827,Okay,good_bye
2828,ok,good_bye
2829,Hi Ineuron team,Greetings
2830,I will watch again And if i will face issue then i will let you know,sure
2831,ok,Thank_you
2832,how to uninstall tensorflow version previous ??,tensorflow_installation
2833,i got,great
2834,"I am Sharath registered for power bi and tableau course, I didnt recieved dashboard access. My mail I'd is <a href=mailto:sharathch630@gmail.com>sharathch630@gmail.com</a>",power-bi_tableau_dashboard
2835,what should i do for that ??,need_help
2836,sir can we have a talk now,need_help
2837,this code is not working,need_help
2838,but sir I want to call name not age,code_error
2839,this is what i did and the result was,need_help
2840,hey buddy can you please advice me on something its basically on career aspects,career_transition
2841,"Hi Sir,",Greetings
2842,actually this the code which is given by ineuron mean material,sure
2843,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-9117d938270d080951574416cce02f15 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-9117d938270d080951574416cce02f15/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-9117d938270d080951574416cce02f15 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-9117d938270d080951574416cce02f15>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-9117d938270d080951574416cce02f15</a><OriginalName v=Untitled.png></OriginalName><FileSize v=127523></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2844,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-3b24cf5dba24c9376f89ca73fa18c2c0 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-3b24cf5dba24c9376f89ca73fa18c2c0/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-3b24cf5dba24c9376f89ca73fa18c2c0 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-3b24cf5dba24c9376f89ca73fa18c2c0>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-3b24cf5dba24c9376f89ca73fa18c2c0</a><OriginalName v=1600541597840.JPEG></OriginalName><FileSize v=328474></FileSize><meta type=photo originalName=1600541597840.JPEG></meta></URIObject>",O
2845,Kindly provide previous recordings of the deep learning to my canvas account,previous_recordings
2846,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-ea-d7-f6cf7846c49245b4584839d8876ee78f url_thumbnail=https://api.asm.skype.com/v1/objects/0-ea-d7-f6cf7846c49245b4584839d8876ee78f/views/imgt1_anim type=Picture.1 doc_id=0-ea-d7-f6cf7846c49245b4584839d8876ee78f width=652 height=623>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-ea-d7-f6cf7846c49245b4584839d8876ee78f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-ea-d7-f6cf7846c49245b4584839d8876ee78f</a><OriginalName v=image_2020_06_12T09_11_55_555Z.png></OriginalName><FileSize v=76083></FileSize><meta type=photo originalName=image_2020_06_12T09_11_55_555Z.png></meta></URIObject>",O
2847,ok thank you,welocme_reply
2848,is it a chatbot?,yes_reply
2849,Ohk..is the desktop version more useful? Then I will install it for future use,need_help
2850,through skype to chat over here),need_help
2851,Hello sir is there anyone,Greetings
2852,I need help with flattering data.,need_help
2853,the columns which I want to select is latitude and longitude ..so I can do that bcs I want the row which had highest latitude along with latitude and longitude ..I made a groupby on country ..country has multiple occurrences in the dataset,code_error
2854,so while checking that condition what is the filter it will put that is thing which I wanted to know,code_error
2855,<ss type=yes>(y)</ss>,good_bye
2856,okay Thank you,Thank_you
2857,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-2496c4ead441771efad47965c5775ab3 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-2496c4ead441771efad47965c5775ab3/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-2496c4ead441771efad47965c5775ab3 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-2496c4ead441771efad47965c5775ab3>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-2496c4ead441771efad47965c5775ab3</a><OriginalName v=1601110986111.JPEG></OriginalName><FileSize v=132872></FileSize><meta type=photo originalName=1601110986111.JPEG></meta></URIObject>",O
2858,Thank You That is a great news,Thank_you
2859,sir is there  any other way to work,need_help
2860,you mean new_list1 = new_list1+i,need_help
2861,sir u there?,need_help
2862,Respected Sir/madam I have registered for Big Data with PySpark community class but still did not get any dashboard for it .,Dashboard_access
2863,Hi Sudhanshu..Can you also throw some light on Transfer Learning,refer_syllabus
2864,<ss type=hi>(wave)</ss>,Greetings
2865,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-4ec47479769c1bc27174b072fbd3947c url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-4ec47479769c1bc27174b072fbd3947c/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-4ec47479769c1bc27174b072fbd3947c width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-4ec47479769c1bc27174b072fbd3947c>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-4ec47479769c1bc27174b072fbd3947c</a><OriginalName v=Untitled.png></OriginalName><FileSize v=202690></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2866,Hi My doubt about append query - when we have incremented table for every month as table in sheet then how to load and append all of them dynamiOy,support_ticket_generate
2867,it&apos;s a paid service?,need_help
2868,is it running in ur system?,need_help
2869,sir in the above command some of the files are not getting installed thats  the error,python_import_error
2870,with pass operation in class c2 I am getting the answer but with above method am not getting tha ans,code_error
2871,"Hello sir, is there anyone?",Greetings
2872,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-6c1af36356c939ee9a76710bea63ecfa url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-6c1af36356c939ee9a76710bea63ecfa/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-6c1af36356c939ee9a76710bea63ecfa width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-6c1af36356c939ee9a76710bea63ecfa>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-6c1af36356c939ee9a76710bea63ecfa</a><OriginalName v=Screenshot (3).png></OriginalName><FileSize v=133082></FileSize><meta type=photo originalName=Screenshot (3).png></meta></URIObject>",O
2873,Thanks a lot sir,Thank_you
2874,sir today&apos;s class,class_link
2875,"<URIObject type=Picture.1 uri=https://api.asm.skype.com/v1/objects/0-sa-d2-8c93776655d2e9901196705bd09cbd06 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-8c93776655d2e9901196705bd09cbd06/views/imgt1>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback&amp;pic=0-sa-d2-8c93776655d2e9901196705bd09cbd06>https://login.skype.com/login/sso?go=xmmfallback&amp;pic=0-sa-d2-8c93776655d2e9901196705bd09cbd06</a><OriginalName v=IMG_20201007_141918334_20201007_141922301.jpg/><FileSize v=64116/><meta type=photo originalName=IMG_20201007_141918334_20201007_141922301.jpg/></URIObject>",O
2876,Sir I m trying to deploy my project in heroku .but when I m trying git commit -am &quot;make it better&quot;        it says please tell who r u.I have used a different mail than my mail saved at my pc.so what should I do,heroku_deployment
2877,Ok sir,good_bye
2878,Hii..,Greetings
2879,ok,good_bye
2880,so this python programing for stats will be available on which best site,need_help
2881,Ohk,good_bye
2882,Its not a big issue but not able to fix it right now,need_help
2883,Thank you sir,Thank_you
2884,have u checked?,need_help
2885,not yet receive the python for data science  invitation ?,support_ticket_generate
2886,ok sir,good_bye
2887,Ganeshhemanth M,user_name
2888,see is this the ri8 one,need_help
2889,I tried many times  I&apos;m not able to resolve it,need_help
2890,This is Abhishek Das from the ML batch,enter_query
2891,Or else could I enroll in machine learning on going batch ?,support_ticket_generate
2892,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2 url_thumbnail=https://api.asm.skype.com/v1/objects/0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2/views/imgt1_anim type=Picture.1 doc_id=0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2 width=834 height=170>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2>https://login.skype.com/login/sso?go=xmmfallback?pic=0-weu-d15-fded26086cdfca6801b9715f4cdc1ad2</a><OriginalName v=image_2020_04_24T15_07_02_485Z.png></OriginalName><FileSize v=21546></FileSize><meta type=photo originalName=image_2020_04_24T15_07_02_485Z.png></meta></URIObject>",O
2893,so he told me he will help to do that,enter_query
2894,To which one,O
2895,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-c6c37f2399a434c5334915f3b6febb72 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-c6c37f2399a434c5334915f3b6febb72/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-c6c37f2399a434c5334915f3b6febb72 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-c6c37f2399a434c5334915f3b6febb72>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-c6c37f2399a434c5334915f3b6febb72</a><OriginalName v=Screenshot (58).png></OriginalName><FileSize v=148980></FileSize><meta type=photo originalName=Screenshot (58).png></meta></URIObject>",O
2896,Is it part of Sudh's team,yes_reply
2897,I got this error while trying to install tensorflow,tensorflow_installation
2898,I haven't recieved any thing from your side regarding my complaint.,support_ticket_generate
2899,so I was revising on 13th june class,O
2900,in my dashboard 4 tableau and powerbi groups created,support_ticket_generate
2901,when u change is to -3 its different. wait i will paste a picture here of what i have done...thanks,need_help
2902,till here it is working but after that above error page was showing,code_error
2903,sir in project deployment with heroku,heroku_deployment
2904,I was trying to replicate the chatbot for dialog flow but i am only getting one email send by support team not the other one,dialog_flow_email_issue
2905,Hello sir,Greetings
2906,am getting wrong,need_help
2907,i have registered for Deep learning with Advance Computer Vision and NLP Masters course,course_details
2908,Ok sir,good_bye
2909,I want  between 8092 and 8104,need_help
2910,I was told to frame a formula to find the Brand Awareness Index(bai) â€¦,need_help
2911,Hello sir,Greetings
2912,is the question being interpreted wrongly?,need_help
2913,Thanks,welocme_reply
2914,Hi,Greetings
2915,cool i&apos;ll go through them again. Thanks for your service,Thank_you
2916,appreciate it,welocme_reply
2917,Is any new batch is going to be start ?,NewBatch_details
2918,"If any issue occurs while opening the MySQL file, I will ask here. Kindly solve the issue ASAP.",sure
2919,Yesterday we were having a discussion,need_help
2920,i need the help regarding tenserflow setup,tenserflow_setup
2921,Hello sir is there any one,Greetings
2922,17th and 18th Oct lecture recordings are not uploaded yet. it was suppose to upload yesterday,recordings_not_avilable
2923,sure thanks,more_query
2924,None of the doubt cleaning  recorded session is available,doubt_clear_session_recording
2925,"Here , what is POS ??",need_help
2926,it is telling string not convert to number,python_conversion_datatype
2927,<partlist type=missed alt= OId=4e2addb5-ac50-4cfc-b673-023478350438><part identity=live:.cid.b53c070dcf2c16a2><name>Saurabh S</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron_ai</name></part></partlist>,O
2928,1 sep i think you started program,O
2929,I tried many times to print,need_help
2930,It showed up the same problem,need_help
2931,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-1bf6a10982cb8772924f5a7f63867803 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-1bf6a10982cb8772924f5a7f63867803/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-1bf6a10982cb8772924f5a7f63867803 width=644 height=1076>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-1bf6a10982cb8772924f5a7f63867803>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-1bf6a10982cb8772924f5a7f63867803</a><OriginalName v=error.jpg></OriginalName><FileSize v=420986></FileSize><meta type=photo originalName=error.jpg></meta></URIObject>",O
2932,I am enrolled in Deep learning affordable batch,enter_query
2933,sir i have checked in validator and it says valid json but still it shows error that urls cant contain control characters,need_help
2934,sir i&apos;m sorry for my apprehension,Thank_you
2935,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-864aa7b74c9ee20b43dbf9771ef32d44 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-864aa7b74c9ee20b43dbf9771ef32d44/views/original type=File.1 doc_id=0-sa-d7-864aa7b74c9ee20b43dbf9771ef32d44>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d7-864aa7b74c9ee20b43dbf9771ef32d44>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d7-864aa7b74c9ee20b43dbf9771ef32d44</a><OriginalName v=Practice 1.ipynb></OriginalName><FileSize v=63985></FileSize></URIObject>",O
2936,i am asking the second one,need_help
2937,<partlist type=missed alt= callId=b445fdb2-f4c8-4652-8984-ad5c7031c7f3><part identity=live:.cid.b6267eb447e04148><name>Saritha Jaligama</name><duration>6.076</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>6.076</duration></part></partlist>,O
2938,is the approach right?,need_help
2939,hi,Greetings
2940,in that note what do you recommend the approach should be as,need_help
2941,Yes I did.,great
2942,hello,Greetings
2943,I am struck while installing MySQL,mysql_installation
2944,Thank you so much for your quick response  <ss type=smile>:)</ss>,Thank_you
2945,Sure,Thank_you
2946,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-9e774c9fa3f0feb92420451e1989dc9c</a><OriginalName v=1587637037032.JPEG></OriginalName><FileSize v=101527></FileSize><meta type=photo originalName=1587637037032.JPEG></meta></URIObject>",O
2947,one question is there during class sir told that pip install -r requirments.txt file will install everything once then why it is not installed?,python_requirements_install
2948,<partlist type=missed alt= callId=7549c57e-e258-46a4-a47d-092db15f3c47><part identity=live:.cid.5400688729094f45><name>Sarthak Awasthi</name><duration>7.844</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>7.844</duration></part></partlist>,O
2949,I am getting this issue Repeatedly,need_help
2950,till &apos;from flask import&apos; the colours of the text shows correctly. But when I type Flask after that everything gets greyed out,need_help
2951,<ss type=sad>:-(</ss>,need_help
2952,hi,Greetings
2953,how to access dashboard ??,Dashboard_access
2954,can i call you sir,need_skype_call
2955,sir image scrapper,image_scrapper
2956,ok sir,good_bye
2957,Dashboard that you provide was July batch,Dashboard_details
2958,I have a problem in opening a Github page in repository,github
2959,Thank you sir,Thank_you
2960,same sir its empty nothing is available,need_help
2961,hi,Greetings
2962,ok fine,good_bye
2963,ok,good_bye
2964,Thank you,Thank_you
2965,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-ad3a4076b8ed8c57564b3e7e322afe25 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-ad3a4076b8ed8c57564b3e7e322afe25/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-ad3a4076b8ed8c57564b3e7e322afe25 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-ad3a4076b8ed8c57564b3e7e322afe25>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-ad3a4076b8ed8c57564b3e7e322afe25</a><OriginalName v=Screenshot (9).png></OriginalName><FileSize v=119136></FileSize><meta type=photo originalName=Screenshot (9).png></meta></URIObject>",O
2966,hi,Greetings
2967,fantastic,Thank_you
2968,What is the timing for the ongoing ML classes?,course_details
2969,but compare that with step size of -2,O
2970,thank u,Thank_you
2971,and please help in deployment part also,deployment
2972,Sure! <ss type=smile>:)</ss>,good_bye
2973,Yes,Thank_you
2974,var=[sum((item-mean)**2 for item in x)/sum(n)]var,code_error
2975,Audio call is fine,O
2976,Anyway now the issue was solved since I stopped the anti-virus.,great
2977,Good Afternoon Sir,Greetings
2978,ok will try this also,great
2979,How will it possible ??,need_help
2980,Are these correct? I kept as default values like said in documentation file which is given by you.,need_help
2981,thanks,Thank_you
2982,Okay.. Thanks for your response. Much appreciated.,welocme_reply
2983,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-66b84e39a48c46f0163aa516a6ff548a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-66b84e39a48c46f0163aa516a6ff548a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-66b84e39a48c46f0163aa516a6ff548a width=2048 height=945.2307692307693>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-66b84e39a48c46f0163aa516a6ff548a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-66b84e39a48c46f0163aa516a6ff548a</a><OriginalName v=1602096851041.JPEG></OriginalName><FileSize v=91472></FileSize><meta type=photo originalName=1602096851041.JPEG></meta></URIObject>",O
2984,When I m testing through postman it says browser doesn&apos;t support cross originnrequest,postman_error
2985,Then I have to listen to the session without asking the doubts and next day watch the video and ask doubts to the support team here,need_help
2986,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7 width=1004 height=640>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-f40c7e15d9a52b9087c0fc09720ebec7</a><OriginalName v=processed.jpeg></OriginalName><FileSize v=27840></FileSize><meta type=photo originalName=processed.jpeg></meta></URIObject>",O
2987,i dont know what the mistake is going on,need_help
2988,Should I run the command lines given there. I m worried if this could create a problem.so I m just clarifying should I do as it says to git config,need_help
2989,<partlist type=ended alt= callId=09c2960b-57d3-4da7-afd5-8f9a1b860f78><part identity=live:.cid.b6267eb447e04148><name>Saritha Jaligama</name><duration>224.522</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>224.522</duration></part></partlist>,O
2990,z1=stats.norm.ppf(0.99) this one?,assignment_stats
2991,I was going through the class recording and trying to start the assignments..  I was just going through basics of python installation and all..,need_help
2992,"Sir , yesterday I was told to ask my query with support team",need_help
2993,It is about not in,support_ticket_generate
2994,Puche doubt ?,yes_reply
